,dataContent,dataSid,dataTitle,parkAddr,parkArea,parkFact1,parkFact2,parkFact3,parkFact4,parkFact5,parkGubun,parkLoadAddr,parkLocation,parkNo,parkNoticeday,parkOrgnm,parkRegdate,parkSido,parkTel,parkZip,posx,posy
57, ,192,쇠똥구리공원,전북특별자치도 전주시 덕진구 호반6길 26-5,1555.0,조합놀이대, , , ,"정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 덕진동2가 657, ,45113-00055,2005-08-05,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.11866387,35.8522968437
58, ,191,하늘공원, ,25864.0, , , ,"농구대,운동기구","정자,벤치",근린공원,전북특별자치도 전주시 덕진구 덕진동2가 682, ,45113-00054,2005-08-05,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1069502,35.8452358
59, ,190,아중18호공원, ,1500.0, , , ,운동기구,벤치,어린이공원,전북특별자치도 전주시 덕진구 우아동2가 869-2, ,45113-00053,2005-07-29,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1693156,35.8344393
60, ,189,나들목공원, ,56941.0, , , ,운동기구,"화장실,벤치",근린공원,전북특별자치도 전주시 덕진구 용정동 124-41, ,45113-00052,2004-05-21,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.0556506,35.8754524
61, ,188,송천유적공원, ,6760.6,조합놀이대, , ,운동기구,"화장실,벤치",어린이공원,전북특별자치도 전주시 덕진구 송천동1가 816-1, ,45113-00051,2004-04-03,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1187477,35.864918
62, ,187,송천제2호공원, ,2004.1,조합놀이대, , ,운동기구,벤치,어린이공원,전북특별자치도 전주시 덕진구 송천동1가 844-8, ,45113-00050,2001-07-23,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1174795,35.8612567
63, ,186,솔내공원, ,2000.0,조합놀이대, , ,"농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 송천동2가 1274, ,45113-00049,1995-12-30,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1268701,35.8668845
64, ,185,붓내공원, ,1650.0,조합놀이대, , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 송천동2가 1270, ,45113-00048,1995-12-30,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1253815,35.868031
65, ,184,팔복공원,전북특별자치도 전주시 덕진구 서귀로 107,20723.0,"조합놀이대,시소,그네", , ,"족구장,게이트볼구장,농구대,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 덕진구 팔복동3가 404, ,45113-00047,1994-07-29,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.0870282,35.8514420545
66, ,183,아람길공원, ,10066.0, , , ,"족구장,게이트볼구장,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 덕진구 인후동1가 858-3, ,45113-00046,1993-08-17,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1675625,35.8308192
67, ,182,중상보공원, ,11384.0,조합놀이대, , ,"배구장,축구장,농구대,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 덕진구 우아동2가 907, ,45113-00045,1993-08-17,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1711276,35.8304932
68, ,181,신덕공원, ,1655.9,조합놀이대, , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 우아동2가 854-1, ,45113-00044,1993-08-17,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1662817,35.8376161
69, ,180,팔복지구 3호공원, ,7176.0,시소, , ,"회전무대,정글집,농구대,배드민턴장,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 덕진구 팔복동2가 505, ,45113-00043,1988-12-30,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.0932997859,35.8558168969
70, ,179,팔과공원, ,11512.8,"시소,그네", ,수경설비,"농구대,게이트볼구장","정자,화장실,벤치",근린공원,전북특별자치도 전주시 덕진구 팔복동2가 830-7, ,45113-00042,1986-05-08,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.095419,35.8554553
71, ,178,언덕공원, ,1502.0,조합놀이대, , ,"농구대,운동기구",벤치,어린이공원,전북특별자치도 전주시 덕진구 인후동1가 774-1, ,45113-00041,1985-12-30,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1535205,35.8353115
72, ,177,안골노인복지공원, ,1502.0, , , ,"게이트볼구장,운동기구",벤치,어린이공원,전북특별자치도 전주시 덕진구 인후동1가 764-6, ,45113-00040,1985-12-30,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1571397,35.8381589
73, ,176,안골공원, ,1502.0,"조합놀이대,그네", , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 인후동1가 753-4, ,45113-00039,1985-12-30,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1570832,35.8407786
74, ,175,북일길공원,전북특별자치도 전주시 덕진구 안골5길 7-4,1502.0,조합놀이대, , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 우아동3가 756-5, ,45113-00038,1985-12-30,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1551273,35.8429704
75, ,174,문화로공원, ,1500.0,조합놀이대, , ,"농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 인후동1가 951-5, ,45113-00037,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1700718,35.8270853
76, ,173,한범로공원, ,1500.0,"조합놀이대,그네", , ,"농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 인후동1가 943-6, ,45113-00036,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1672959,35.8238151
77, ,172,하평공원, ,1500.0,조합놀이대.그네, , ,"농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 인후동1가 918-2, ,45113-00035,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1655009,35.8280352
78, ,171,가재미공원, ,1500.0,조합놀이대, , ,"농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 인후동1가 906-1, ,45113-00034,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1621407,35.8261569
79, ,170,꿈마을공원, ,2280.0,조합놀이대, , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 인후동1가 890-2, ,45113-00033,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1668328,35.8303238
80, ,169,구총목공원, ,1500.0,조합놀이대, , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 인후동1가 882-1, ,45113-00032,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1625277,35.8292439
81, ,168,도란길공원,전북특별자치도 전주시 덕진구 건산로 238,1500.0,"조합놀이대,시소,그네", , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 인후동1가 854-3, ,45113-00031,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1633686,35.8342223
82, ,167,북가재미공원, ,1500.0,조합놀이대, , ,"농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 인후동1가 843-1, ,45113-00030,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1615091,35.8319092
83, ,166,진버들공원, ,2550.0,"조합놀이대,그네", , ,"농구대,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 덕진구 인후동1가 802-2, ,45113-00029,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1633275,35.8354955
84, ,165,오동제공원, ,1500.0,"조합놀이대,그네", , ,"농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 우아동2가 910-4, ,45113-00028,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1705155,35.8286846
85, ,164,왜들공원, ,1500.0,조합놀이대, , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 우아동2가 895-6, ,45113-00027,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1719287,35.8321076
86, ,163,석소공원,전북특별자치도 전주시 덕진구 석소2길 14-5,1500.0,조합놀이대, , ,"농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 우아동2가 873-1, ,45113-00026,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1692889109,35.8342553
87, ,162,호동골공원,전북특별자치도 전주시 덕진구 동부대로 371,1973.0,"조합놀이대,시소", , ,운동기구,"화장실,벤치",어린이공원,전북특별자치도 전주시 덕진구 우아동1가 1124-5, ,45113-00025,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1772739,35.8254205
88, ,161,수성로공원, ,1158.0, , , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 우아동1가 1118-1, ,45113-00024,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.175069,35.8263103
89, ,160,하인교공원,전북특별자치도 전주시 덕진구 인교로 25-5,1500.0,조합놀이대, , ,"농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 우아동1가 1104-1, ,45113-00023,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1713421,35.8249724
90, ,159,산정공원,전북특별자치도 전주시 덕진구 아중천1길 40,1500.0,조합놀이대, , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 산정동 878-9, ,45113-00022,1985-07-31,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.170663,35.835702886
91, ,158,는들공원, ,16675.1,시소, , ,"배구장,족구장,축구장,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 덕진구 중동 808, ,45113-00021,1984-11-08,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.065662,35.833529
92, ,157,숲정이공원, ,1550.0,"조합놀이대,시소,그네,미끄럼틀", , , ,"정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 진북동 834-60, ,45113-00020,1982-08-24,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1318468,35.8316868
93, ,156,금평공원,전북특별자치도 전주시 덕진구 명주4길 9,3305.2,"조합놀이대,시소,그네", , ,"게이트볼구장,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 덕진구 인후동2가 1556-1, ,45113-00019,1976-03-27,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1495855287,35.8448602
94, ,155,구숙사공원, ,3066.0,"조합놀이대,그네", , ,"게이트볼구장,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 덕진구 인후동2가 1544-8, ,45113-00018,1976-03-27,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1471596,35.8409084386
95, ,154,신기공원, ,333.2,조합놀이대, , ,운동기구,벤치,어린이공원,전북특별자치도 전주시 덕진구 우아동3가 753-29, ,45113-00017,1976-03-27,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1630224,35.8472644
96, ,153,황산공원, ,1000.7,"조합놀이대,그네", , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 우아동3가 750-49, ,45113-00016,1976-03-27,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1559015,35.8452209
97, ,152,우아1공원, ,1252.0, , , , ,벤치,어린이공원,전북특별자치도 전주시 덕진구 우아동3가 747-84, ,45113-00015,1976-03-27,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1547065,35.8505996
98, ,151,동신공원,전북특별자치도 전주시 덕진구 우아6길 24,1000.6,시소, , ,운동기구,벤치,어린이공원,전북특별자치도 전주시 덕진구 우아동3가 744-139, ,45113-00014,1976-03-27,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1586183,35.8508605
99, ,150,소공공원,전북특별자치도 전주시 덕진구 우아10길 21-24,1371.8,"조합놀이대,시소,그네", , ,운동기구,정자,어린이공원,전북특별자치도 전주시 덕진구 우아동3가 743-23, ,45113-00013,1976-03-27,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.156899787,35.8538231667
100, ,149,우아2공원, ,1140.0, , , , ,벤치,어린이공원,전북특별자치도 전주시 덕진구 우아동3가 747-84, ,45113-00012,1976-03-27,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1562531,35.8525817
101, ,148,금암체련공원,전북특별자치도 전주시 덕진구 매봉16길 8,3304.9,조합놀이대, , ,"게이트볼구장,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 금암동 1575-7, ,45113-00011,1976-03-27,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1413128,35.83858803
102, ,147,꾀꼬리공원,전북특별자치도 전주시 덕진구 삼송5길 12,3303.0,조합놀이대, , ,"게이트볼구장,운동기구",벤치,어린이공원,전북특별자치도 전주시 덕진구 금암동 1546-1, ,45113-00010,1976-03-27,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1372986,35.8433072663
